Name,Type,Mean index value,Index value SD,Mean index value (visible),Index value (visible) SD,Area [ha],index_name,source_folder,measurement,altitude_m,CV
Zcarron2maly,Area,0.70793,0.08684,0.70791,0.08683,0.00051,MCARI2,"5 15LBZ18,06_L50",5,50,0.122667495
Zcarron2duzy,Area,0.64197,0.14468,0.64195,0.14468,0.00093,MCARI2,"5 15LBZ18,06_L50",5,50,0.225368787
Zmor3maly,Area,0.66737,0.07944,0.66737,0.07944,0.00049,MCARI2,"5 15LBZ18,06_L50",5,50,0.119034419
Zmor3duzy,Area,0.61758,0.1296,0.61758,0.1296,0.00093,MCARI2,"5 15LBZ18,06_L50",5,50,0.209851355
Zmor4maly,Area,0.63353,0.0791,0.63353,0.0791,0.00054,MCARI2,"5 15LBZ18,06_L50",5,50,0.124855966
Zmor4duzy,Area,0.60818,0.09291,0.60818,0.09291,0.00088,MCARI2,"5 15LBZ18,06_L50",5,50,0.152767273
Zmor5maly,Area,0.66152,0.07587,0.66152,0.07587,0.00052,MCARI2,"5 15LBZ18,06_L50",5,50,0.11469041
Zmor5duzy,Area,0.62046,0.10545,0.62046,0.10545,0.00096,MCARI2,"5 15LBZ18,06_L50",5,50,0.16995455
Zmor2maly,Area,0.68735,0.08428,0.68735,0.08428,0.00034,MCARI2,"5 15LBZ18,06_L50",5,50,0.122615843
Zmor2duzy,Area,0.64087,0.1204,0.64087,0.1204,0.00073,MCARI2,"5 15LBZ18,06_L50",5,50,0.187869615
Zample2maly,Area,0.21881,0.04293,0.21881,0.04293,0.00047,NDRE,"5 15LBZ18,06_L50",5,50,0.196197614
Zample2duzy,Area,0.22479,0.05106,0.22471,0.05093,0.00089,NDRE,"5 15LBZ18,06_L50",5,50,0.227145336
Zample3maly,Area,0.21534,0.04662,0.2153,0.04655,0.00047,NDRE,"5 15LBZ18,06_L50",5,50,0.216494845
Zample3duzy,Area,0.22216,0.05617,0.22119,0.05472,0.00082,NDRE,"5 15LBZ18,06_L50",5,50,0.252835794
Zample4maly,Area,0.21985,0.05028,0.21966,0.04997,0.0006,NDRE,"5 15LBZ18,06_L50",5,50,0.228701387
Zample4duzy,Area,0.22745,0.06285,0.22527,0.05991,0.00093,NDRE,"5 15LBZ18,06_L50",5,50,0.276324467
Zample5maly,Area,0.22779,0.05196,0.22703,0.05073,0.00073,NDRE,"5 15LBZ18,06_L50",5,50,0.228104833
Zample5duzy,Area,0.23577,0.0639,0.23112,0.05777,0.00104,NDRE,"5 15LBZ18,06_L50",5,50,0.271026848
Zprze2maly,Area,0.21464,0.0417,0.21464,0.0417,0.0003,NDRE,"5 15LBZ18,06_L50",5,50,0.194278792
Zprze2duzy,Area,0.21264,0.04566,0.21261,0.0456,0.00066,NDRE,"5 15LBZ18,06_L50",5,50,0.21472912
Zprze3maly,Area,0.22221,0.04814,0.22221,0.04814,0.00034,NDRE,"5 15LBZ18,06_L50",5,50,0.216641915
Zprze3duzy,Area,0.21727,0.05197,0.21718,0.05182,0.00066,NDRE,"5 15LBZ18,06_L50",5,50,0.239195471
Zprze4maly,Area,0.22835,0.05037,0.22825,0.05021,0.00034,NDRE,"5 15LBZ18,06_L50",5,50,0.220582439
Zprze4duzy,Area,0.23442,0.06336,0.23209,0.06054,0.00075,NDRE,"5 15LBZ18,06_L50",5,50,0.270284105
Zprze5maly,Area,0.22598,0.04946,0.22571,0.049,0.00048,NDRE,"5 15LBZ18,06_L50",5,50,0.218868926
Zprze5duzy,Area,0.23754,0.06277,0.23493,0.0595,0.00088,NDRE,"5 15LBZ18,06_L50",5,50,0.264250232
Zcarron3maly,Area,0.20899,0.04169,0.20899,0.04169,0.00057,NDRE,"5 15LBZ18,06_L50",5,50,0.199483229
Zcarron3duzy,Area,0.21837,0.05511,0.21753,0.05376,0.00103,NDRE,"5 15LBZ18,06_L50",5,50,0.252369831
Zcarron4maly,Area,0.2183,0.04087,0.2183,0.04087,0.00069,NDRE,"5 15LBZ18,06_L50",5,50,0.187219423
Zcarron4duzy,Area,0.22233,0.04923,0.22219,0.04898,0.00105,NDRE,"5 15LBZ18,06_L50",5,50,0.221427608
Zcarron5maly,Area,0.21333,0.03944,0.21333,0.03944,0.0007,NDRE,"5 15LBZ18,06_L50",5,50,0.184877889
Zcarron5duzy,Area,0.21569,0.0466,0.21565,0.0465,0.00105,NDRE,"5 15LBZ18,06_L50",5,50,0.216050814
Zcarron2maly,Area,0.18332,0.03883,0.18337,0.03875,0.00051,NDRE,"5 15LBZ18,06_L50",5,50,0.211815405
Zcarron2duzy,Area,0.19175,0.04932,0.19182,0.04925,0.00093,NDRE,"5 15LBZ18,06_L50",5,50,0.257209909
Zmor3maly,Area,0.21958,0.04362,0.21953,0.04351,0.00049,NDRE,"5 15LBZ18,06_L50",5,50,0.198651972
Zmor3duzy,Area,0.23651,0.05787,0.23484,0.05566,0.00093,NDRE,"5 15LBZ18,06_L50",5,50,0.2446831
Zmor4maly,Area,0.23421,0.04593,0.23411,0.04576,0.00054,NDRE,"5 15LBZ18,06_L50",5,50,0.196106059
Zmor4duzy,Area,0.24261,0.05158,0.24226,0.0511,0.00088,NDRE,"5 15LBZ18,06_L50",5,50,0.212604592
Zmor5maly,Area,0.22613,0.04328,0.22604,0.04312,0.00052,NDRE,"5 15LBZ18,06_L50",5,50,0.191394331
Zmor5duzy,Area,0.23718,0.05159,0.23697,0.0513,0.00096,NDRE,"5 15LBZ18,06_L50",5,50,0.217514124
Zmor2maly,Area,0.20659,0.04087,0.20659,0.04087,0.00034,NDRE,"5 15LBZ18,06_L50",5,50,0.197831454
Zmor2duzy,Area,0.20748,0.04685,0.20735,0.04658,0.00073,NDRE,"5 15LBZ18,06_L50",5,50,0.225804897
Zample2maly,Area,0.87535,0.0408,0.87175,0.03975,0.00047,NDVI,"5 15LBZ18,06_L50",5,50,0.046609927
Zample2duzy,Area,0.87052,0.04755,0.86703,0.04683,0.00089,NDVI,"5 15LBZ18,06_L50",5,50,0.054622524
Zample3maly,Area,0.87768,0.03975,0.87318,0.03836,0.00047,NDVI,"5 15LBZ18,06_L50",5,50,0.045289855
Zample3duzy,Area,0.88279,0.03488,0.87842,0.03342,0.00082,NDVI,"5 15LBZ18,06_L50",5,50,0.039511096
Zample4maly,Area,0.88851,0.03898,0.88054,0.03735,0.0006,NDVI,"5 15LBZ18,06_L50",5,50,0.0438712
Zample4duzy,Area,0.88605,0.04212,0.87726,0.04053,0.00093,NDVI,"5 15LBZ18,06_L50",5,50,0.047536821
Zample5maly,Area,0.89716,0.03025,0.88828,0.02759,0.00073,NDVI,"5 15LBZ18,06_L50",5,50,0.033717509
Zample5duzy,Area,0.89517,0.03028,0.88632,0.02718,0.00104,NDVI,"5 15LBZ18,06_L50",5,50,0.033825977
Zprze2maly,Area,0.85743,0.04445,0.85646,0.04403,0.0003,NDVI,"5 15LBZ18,06_L50",5,50,0.051840967
Zprze2duzy,Area,0.84588,0.05588,0.8452,0.05564,0.00066,NDVI,"5 15LBZ18,06_L50",5,50,0.06606138
Zprze3maly,Area,0.86147,0.04389,0.85872,0.04265,0.00034,NDVI,"5 15LBZ18,06_L50",5,50,0.050947799
Zprze3duzy,Area,0.85891,0.04416,0.85606,0.0428,0.00066,NDVI,"5 15LBZ18,06_L50",5,50,0.051414001
Zprze4maly,Area,0.87241,0.04137,0.86838,0.0399,0.00034,NDVI,"5 15LBZ18,06_L50",5,50,0.047420364
Zprze4duzy,Area,0.87021,0.04332,0.86473,0.04136,0.00075,NDVI,"5 15LBZ18,06_L50",5,50,0.049781087
Zprze5maly,Area,0.87113,0.04144,0.86718,0.0399,0.00048,NDVI,"5 15LBZ18,06_L50",5,50,0.047570397
Zprze5duzy,Area,0.87345,0.04075,0.86841,0.03884,0.00088,NDVI,"5 15LBZ18,06_L50",5,50,0.046654073
Zcarron3maly,Area,0.86496,0.03927,0.86392,0.03879,0.00057,NDVI,"5 15LBZ18,06_L50",5,50,0.045400943
Zcarron3duzy,Area,0.86059,0.0422,0.85922,0.04157,0.00103,NDVI,"5 15LBZ18,06_L50",5,50,0.049036126
Zcarron4maly,Area,0.86537,0.03659,0.86444,0.03611,0.00069,NDVI,"5 15LBZ18,06_L50",5,50,0.042282492
Zcarron4duzy,Area,0.85765,0.04276,0.8568,0.04236,0.00105,NDVI,"5 15LBZ18,06_L50",5,50,0.049857168
Zcarron5maly,Area,0.86613,0.0367,0.86554,0.03641,0.0007,NDVI,"5 15LBZ18,06_L50",5,50,0.042372392
Zcarron5duzy,Area,0.85881,0.04049,0.85834,0.04026,0.00105,NDVI,"5 15LBZ18,06_L50",5,50,0.047146633
Zcarron2maly,Area,0.84533,0.04853,0.84501,0.04838,0.00051,NDVI,"5 15LBZ18,06_L50",5,50,0.057409532
Zcarron2duzy,Area,0.8365,0.06223,0.83626,0.06215,0.00093,NDVI,"5 15LBZ18,06_L50",5,50,0.074393305
Zmor3maly,Area,0.86096,0.04386,0.85957,0.04328,0.00049,NDVI,"5 15LBZ18,06_L50",5,50,0.050943133
Zmor3duzy,Area,0.86496,0.0533,0.86197,0.05276,0.00093,NDVI,"5 15LBZ18,06_L50",5,50,0.061621347
Zmor4maly,Area,0.85721,0.04514,0.85608,0.04467,0.00054,NDVI,"5 15LBZ18,06_L50",5,50,0.052659208
Zmor4duzy,Area,0.85893,0.05046,0.85648,0.0497,0.00088,NDVI,"5 15LBZ18,06_L50",5,50,0.058747511
Zmor5maly,Area,0.85709,0.04342,0.85629,0.04303,0.00052,NDVI,"5 15LBZ18,06_L50",5,50,0.050659791
Zmor5duzy,Area,0.85734,0.04901,0.85573,0.04843,0.00096,NDVI,"5 15LBZ18,06_L50",5,50,0.057165185
Zmor2maly,Area,0.85236,0.04794,0.85138,0.0475,0.00034,NDVI,"5 15LBZ18,06_L50",5,50,0.056243841
Zmor2duzy,Area,0.83728,0.06857,0.83606,0.06826,0.00073,NDVI,"5 15LBZ18,06_L50",5,50,0.08189614
Zample2maly,Area,0.70935,0.04081,0.69839,0.04081,0.00047,OSAVI,"5 15LBZ18,06_L50",5,50,0.057531543
Zample2duzy,Area,0.67975,0.06891,0.66853,0.06864,0.00089,OSAVI,"5 15LBZ18,06_L50",5,50,0.101375506
Zample3maly,Area,0.71664,0.04141,0.69703,0.03866,0.00047,OSAVI,"5 15LBZ18,06_L50",5,50,0.057783545
Zample3duzy,Area,0.69944,0.05688,0.67753,0.05324,0.00082,OSAVI,"5 15LBZ18,06_L50",5,50,0.081322201
Zample4maly,Area,0.72334,0.03992,0.7,0.04058,0.0006,OSAVI,"5 15LBZ18,06_L50",5,50,0.055188431
Zample4duzy,Area,0.69707,0.06656,0.6714,0.0667,0.00093,OSAVI,"5 15LBZ18,06_L50",5,50,0.095485389
Zample5maly,Area,0.69417,0.0359,0.6893,0.03392,0.00073,OSAVI,"5 15LBZ18,06_L50",5,50,0.051716438
Zample5duzy,Area,0.66737,0.07418,0.66109,0.07375,0.00104,OSAVI,"5 15LBZ18,06_L50",5,50,0.111152734
Zprze2maly,Area,0.68271,0.04118,0.68239,0.04108,0.0003,OSAVI,"5 15LBZ18,06_L50",5,50,0.060318437
Zprze2duzy,Area,0.66469,0.05104,0.66447,0.05095,0.00066,OSAVI,"5 15LBZ18,06_L50",5,50,0.076787675
Zprze3maly,Area,0.69311,0.04054,0.68814,0.03889,0.00034,OSAVI,"5 15LBZ18,06_L50",5,50,0.058489994
Zprze3duzy,Area,0.68605,0.03983,0.68237,0.03815,0.00066,OSAVI,"5 15LBZ18,06_L50",5,50,0.058056993
Zprze4maly,Area,0.68964,0.03819,0.68796,0.03765,0.00034,OSAVI,"5 15LBZ18,06_L50",5,50,0.055376718
Zprze4duzy,Area,0.66739,0.05483,0.66542,0.0542,0.00075,OSAVI,"5 15LBZ18,06_L50",5,50,0.082155861
Zprze5maly,Area,0.66178,0.03699,0.66178,0.03699,0.00048,OSAVI,"5 15LBZ18,06_L50",5,50,0.055894708
Zprze5duzy,Area,0.63561,0.06068,0.6356,0.06067,0.00088,OSAVI,"5 15LBZ18,06_L50",5,50,0.095467346
Zcarron3maly,Area,0.64092,0.04038,0.64092,0.04038,0.00057,OSAVI,"5 15LBZ18,06_L50",5,50,0.063003183
Zcarron3duzy,Area,0.60707,0.07793,0.60707,0.07793,0.00103,OSAVI,"5 15LBZ18,06_L50",5,50,0.128370699
Zcarron4maly,Area,0.63516,0.04036,0.63516,0.04036,0.00069,OSAVI,"5 15LBZ18,06_L50",5,50,0.063543044
Zcarron4duzy,Area,0.60647,0.07213,0.60647,0.07213,0.00105,OSAVI,"5 15LBZ18,06_L50",5,50,0.11893416
Zcarron5maly,Area,0.64341,0.03739,0.64341,0.03739,0.0007,OSAVI,"5 15LBZ18,06_L50",5,50,0.058112246
Zcarron5duzy,Area,0.62085,0.07122,0.62085,0.07122,0.00105,OSAVI,"5 15LBZ18,06_L50",5,50,0.114713699
Zcarron2maly,Area,0.64638,0.04261,0.64638,0.04261,0.00051,OSAVI,"5 15LBZ18,06_L50",5,50,0.065920975
Zcarron2duzy,Area,0.61378,0.07503,0.61378,0.07503,0.00093,OSAVI,"5 15LBZ18,06_L50",5,50,0.122242497
Zmor3maly,Area,0.63156,0.03798,0.63156,0.03798,0.00049,OSAVI,"5 15LBZ18,06_L50",5,50,0.060136804
Zmor3duzy,Area,0.60665,0.06857,0.60665,0.06857,0.00093,OSAVI,"5 15LBZ18,06_L50",5,50,0.113030578
Zmor4maly,Area,0.61756,0.03782,0.61756,0.03782,0.00054,OSAVI,"5 15LBZ18,06_L50",5,50,0.061241013
Zmor4duzy,Area,0.60589,0.04529,0.60589,0.04529,0.00088,OSAVI,"5 15LBZ18,06_L50",5,50,0.074749542
Zmor5maly,Area,0.62947,0.03591,0.62947,0.03591,0.00052,OSAVI,"5 15LBZ18,06_L50",5,50,0.057047993
Zmor5duzy,Area,0.60996,0.05241,0.60996,0.05241,0.00096,OSAVI,"5 15LBZ18,06_L50",5,50,0.085923667
Zmor2maly,Area,0.63809,0.04154,0.63809,0.04154,0.00034,OSAVI,"5 15LBZ18,06_L50",5,50,0.065100534
Zmor2duzy,Area,0.61456,0.06337,0.61456,0.06337,0.00073,OSAVI,"5 15LBZ18,06_L50",5,50,0.103114423
Zample2maly,Area,0.94202,0.01405,0.94205,0.014,0.00047,SIPI2,"5 15LBZ18,06_L50",5,50,0.014914758
Zample2duzy,Area,0.94037,0.01535,0.94043,0.01525,0.00089,SIPI2,"5 15LBZ18,06_L50",5,50,0.016323362
Zample3maly,Area,0.93974,0.01403,0.93979,0.01396,0.00047,SIPI2,"5 15LBZ18,06_L50",5,50,0.014929661
Zample3duzy,Area,0.93781,0.01448,0.93796,0.01423,0.00082,SIPI2,"5 15LBZ18,06_L50",5,50,0.015440228
Zample4maly,Area,0.94061,0.01421,0.94064,0.01417,0.0006,SIPI2,"5 15LBZ18,06_L50",5,50,0.015107218
Zample4duzy,Area,0.93995,0.01552,0.94016,0.01519,0.00093,SIPI2,"5 15LBZ18,06_L50",5,50,0.016511517
Zample5maly,Area,0.93847,0.01362,0.93852,0.01354,0.00073,SIPI2,"5 15LBZ18,06_L50",5,50,0.014512984
Zample5duzy,Area,0.93802,0.01508,0.93826,0.01471,0.00104,SIPI2,"5 15LBZ18,06_L50",5,50,0.016076416
Zprze2maly,Area,0.94341,0.01596,0.94345,0.0159,0.0003,SIPI2,"5 15LBZ18,06_L50",5,50,0.016917353
Zprze2duzy,Area,0.94603,0.01794,0.94605,0.01791,0.00066,SIPI2,"5 15LBZ18,06_L50",5,50,0.018963458
Zprze3maly,Area,0.94571,0.01727,0.94573,0.01724,0.00034,SIPI2,"5 15LBZ18,06_L50",5,50,0.018261412
Zprze3duzy,Area,0.94522,0.0174,0.94526,0.01735,0.00066,SIPI2,"5 15LBZ18,06_L50",5,50,0.018408413
Zprze4maly,Area,0.94508,0.01658,0.94511,0.01654,0.00034,SIPI2,"5 15LBZ18,06_L50",5,50,0.017543488
Zprze4duzy,Area,0.94621,0.01717,0.94625,0.01711,0.00075,SIPI2,"5 15LBZ18,06_L50",5,50,0.018146078
Zprze5maly,Area,0.94173,0.01591,0.94178,0.01583,0.00048,SIPI2,"5 15LBZ18,06_L50",5,50,0.016894439
Zprze5duzy,Area,0.94352,0.01663,0.94357,0.01655,0.00088,SIPI2,"5 15LBZ18,06_L50",5,50,0.017625488
Zcarron3maly,Area,0.93645,0.01427,0.9365,0.01419,0.00057,SIPI2,"5 15LBZ18,06_L50",5,50,0.0152384
Zcarron3duzy,Area,0.93687,0.0163,0.93715,0.01591,0.00103,SIPI2,"5 15LBZ18,06_L50",5,50,0.017398358
Zcarron4maly,Area,0.93748,0.01399,0.9375,0.01395,0.00069,SIPI2,"5 15LBZ18,06_L50",5,50,0.014922985
Zcarron4duzy,Area,0.93595,0.0163,0.93636,0.01573,0.00105,SIPI2,"5 15LBZ18,06_L50",5,50,0.01741546
Zcarron5maly,Area,0.93539,0.01364,0.93552,0.01343,0.0007,SIPI2,"5 15LBZ18,06_L50",5,50,0.014582153
Zcarron5duzy,Area,0.93519,0.01549,0.9354,0.01521,0.00105,SIPI2,"5 15LBZ18,06_L50",5,50,0.016563479
Zcarron2maly,Area,0.93282,0.0174,0.93333,0.01681,0.00051,SIPI2,"5 15LBZ18,06_L50",5,50,0.018653116
Zcarron2duzy,Area,0.93399,0.01962,0.9346,0.01901,0.00093,SIPI2,"5 15LBZ18,06_L50",5,50,0.021006649
Zmor3maly,Area,0.93385,0.0173,0.9344,0.01669,0.00049,SIPI2,"5 15LBZ18,06_L50",5,50,0.018525459
Zmor3duzy,Area,0.9367,0.01793,0.93719,0.01737,0.00093,SIPI2,"5 15LBZ18,06_L50",5,50,0.019141668
Zmor4maly,Area,0.93708,0.01767,0.93738,0.01734,0.00054,SIPI2,"5 15LBZ18,06_L50",5,50,0.018856448
Zmor4duzy,Area,0.93873,0.0181,0.93902,0.01777,0.00088,SIPI2,"5 15LBZ18,06_L50",5,50,0.01928137
Zmor5maly,Area,0.93602,0.0172,0.93629,0.0169,0.00052,SIPI2,"5 15LBZ18,06_L50",5,50,0.018375676
Zmor5duzy,Area,0.93694,0.01764,0.93728,0.01725,0.00096,SIPI2,"5 15LBZ18,06_L50",5,50,0.018827246
Zmor2maly,Area,0.93104,0.01781,0.93222,0.01652,0.00034,SIPI2,"5 15LBZ18,06_L50",5,50,0.019129146
Zmor2duzy,Area,0.93421,0.02145,0.93539,0.02038,0.00073,SIPI2,"5 15LBZ18,06_L50",5,50,0.022960576
Zample2maly,Area,0.72557,0.07238,0.72355,0.07068,0.00047,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.099756054
Zample2duzy,Area,0.72721,0.07559,0.72534,0.07423,0.00088,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.103945215
Zample3maly,Area,0.71964,0.07042,0.71795,0.06875,0.00047,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.097854483
Zample3duzy,Area,0.73334,0.07094,0.73098,0.06911,0.00087,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.096735484
Zample4maly,Area,0.73239,0.06975,0.7297,0.06748,0.00054,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.095236145
Zample4duzy,Area,0.74129,0.06982,0.73785,0.06736,0.00093,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.09418716
Zample5maly,Area,0.73669,0.06772,0.73272,0.06455,0.00059,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.09192469
Zample5duzy,Area,0.745,0.06814,0.74008,0.06463,0.00104,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.091463087
Zprze2maly,Area,0.69774,0.07294,0.69724,0.07247,0.0003,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.104537507
Zprze2duzy,Area,0.71159,0.08004,0.71105,0.07966,0.00064,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.112480501
Zprze3maly,Area,0.71244,0.07451,0.71155,0.07332,0.00034,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.104584246
Zprze3duzy,Area,0.72371,0.07469,0.72216,0.07332,0.00066,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.103204322
Zprze4maly,Area,0.71236,0.07135,0.71103,0.06991,0.00034,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.100160031
Zprze4duzy,Area,0.71902,0.07824,0.71694,0.07662,0.00075,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.108814776
Zprze5maly,Area,0.71766,0.07398,0.71574,0.07221,0.0004,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.103085026
Zprze5duzy,Area,0.72543,0.07418,0.72265,0.07201,0.0008,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.102256593
Zcarron3maly,Area,0.70922,0.06161,0.70897,0.06134,0.00055,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.086870083
Zcarron3duzy,Area,0.71595,0.07236,0.71514,0.0717,0.00103,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.10106851
Zcarron4maly,Area,0.70907,0.06299,0.70888,0.0626,0.00069,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.088834671
Zcarron4duzy,Area,0.71704,0.07008,0.71656,0.06957,0.00105,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.097735133
Zcarron5maly,Area,0.72069,0.06277,0.71999,0.06192,0.0007,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.087097088
Zcarron5duzy,Area,0.72671,0.06537,0.72605,0.0647,0.00105,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.089953351
Zcarron2maly,Area,0.7053,0.06506,0.7052,0.06445,0.00048,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.092244435
Zcarron2duzy,Area,0.713,0.07484,0.71246,0.07419,0.00093,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.104964937
Zmor3maly,Area,0.69306,0.07065,0.69224,0.06971,0.00049,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.101939226
Zmor3duzy,Area,0.7058,0.08297,0.70308,0.08092,0.00097,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.117554548
Zmor4maly,Area,0.70368,0.07614,0.70162,0.07392,0.00054,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.108202592
Zmor4duzy,Area,0.72076,0.08435,0.71665,0.08155,0.00088,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.117029247
Zmor5maly,Area,0.69017,0.06953,0.68964,0.0686,0.00052,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.100743295
Zmor5duzy,Area,0.69587,0.09216,0.69209,0.08935,0.00096,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.13243853
Zmor2maly,Area,0.6956,0.07755,0.69501,0.07687,0.00034,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.111486486
Zmor2duzy,Area,0.69977,0.09486,0.69569,0.09214,0.00073,GNDVI,"6 19LZ27,06_ZAG30",6,30,0.135558826
Zample2maly,Area,0.40018,0.0835,0.4002,0.08342,0.00047,LCI,"6 19LZ27,06_ZAG30",6,30,0.208656105
Zample2duzy,Area,0.41149,0.09988,0.41125,0.09951,0.00088,LCI,"6 19LZ27,06_ZAG30",6,30,0.242727648
Zample3maly,Area,0.39807,0.07989,0.39807,0.07989,0.00047,LCI,"6 19LZ27,06_ZAG30",6,30,0.200693345
Zample3duzy,Area,0.41991,0.09767,0.41937,0.09701,0.00087,LCI,"6 19LZ27,06_ZAG30",6,30,0.232597461
Zample4maly,Area,0.41036,0.08188,0.4103,0.0818,0.00054,LCI,"6 19LZ27,06_ZAG30",6,30,0.199532118
Zample4duzy,Area,0.42992,0.10028,0.4292,0.09929,0.00093,LCI,"6 19LZ27,06_ZAG30",6,30,0.233252698
Zample5maly,Area,0.41583,0.0834,0.4158,0.08336,0.00059,LCI,"6 19LZ27,06_ZAG30",6,30,0.20056273
Zample5duzy,Area,0.43117,0.09812,0.43001,0.09695,0.00104,LCI,"6 19LZ27,06_ZAG30",6,30,0.227566853
Zprze2maly,Area,0.39524,0.0732,0.39521,0.0731,0.0003,LCI,"6 19LZ27,06_ZAG30",6,30,0.185203927
Zprze2duzy,Area,0.41255,0.08996,0.41239,0.08973,0.00064,LCI,"6 19LZ27,06_ZAG30",6,30,0.218058417
Zprze3maly,Area,0.41849,0.0793,0.41849,0.07919,0.00034,LCI,"6 19LZ27,06_ZAG30",6,30,0.189490788
Zprze3duzy,Area,0.4291,0.08834,0.42891,0.08808,0.00066,LCI,"6 19LZ27,06_ZAG30",6,30,0.205872757
Zprze4maly,Area,0.41576,0.07631,0.41561,0.07609,0.00034,LCI,"6 19LZ27,06_ZAG30",6,30,0.18354339
Zprze4duzy,Area,0.42843,0.09346,0.4276,0.0926,0.00075,LCI,"6 19LZ27,06_ZAG30",6,30,0.218145321
Zprze5maly,Area,0.42366,0.07817,0.42364,0.07814,0.0004,LCI,"6 19LZ27,06_ZAG30",6,30,0.184511165
Zprze5duzy,Area,0.43348,0.08891,0.43291,0.08829,0.0008,LCI,"6 19LZ27,06_ZAG30",6,30,0.205107502
Zcarron3maly,Area,0.37728,0.07089,0.37726,0.07085,0.00055,LCI,"6 19LZ27,06_ZAG30",6,30,0.187897583
Zcarron3duzy,Area,0.39213,0.09201,0.3919,0.09167,0.00103,LCI,"6 19LZ27,06_ZAG30",6,30,0.234641573
Zcarron4maly,Area,0.37834,0.07235,0.37834,0.07234,0.00069,LCI,"6 19LZ27,06_ZAG30",6,30,0.19123011
Zcarron4duzy,Area,0.39611,0.09181,0.39604,0.09159,0.00105,LCI,"6 19LZ27,06_ZAG30",6,30,0.231779051
Zcarron5maly,Area,0.37902,0.07657,0.37903,0.07649,0.0007,LCI,"6 19LZ27,06_ZAG30",6,30,0.202021002
Zcarron5duzy,Area,0.39392,0.09282,0.39387,0.09254,0.00105,LCI,"6 19LZ27,06_ZAG30",6,30,0.2356316
Zcarron2maly,Area,0.34432,0.07232,0.34446,0.07215,0.00048,LCI,"6 19LZ27,06_ZAG30",6,30,0.210037175
Zcarron2duzy,Area,0.36265,0.09447,0.36289,0.09421,0.00093,LCI,"6 19LZ27,06_ZAG30",6,30,0.260499104
Zmor3maly,Area,0.39835,0.07417,0.39835,0.07417,0.00049,LCI,"6 19LZ27,06_ZAG30",6,30,0.186193046
Zmor3duzy,Area,0.42068,0.09727,0.41951,0.09606,0.00097,LCI,"6 19LZ27,06_ZAG30",6,30,0.23122088
Zmor4maly,Area,0.41411,0.08184,0.41392,0.08154,0.00054,LCI,"6 19LZ27,06_ZAG30",6,30,0.197628649
Zmor4duzy,Area,0.44024,0.10196,0.43875,0.10067,0.00088,LCI,"6 19LZ27,06_ZAG30",6,30,0.231600945
Zmor5maly,Area,0.37846,0.07614,0.37846,0.0761,0.00052,LCI,"6 19LZ27,06_ZAG30",6,30,0.201183745
Zmor5duzy,Area,0.39638,0.10171,0.39561,0.10083,0.00096,LCI,"6 19LZ27,06_ZAG30",6,30,0.256597205
Zmor2maly,Area,0.37996,0.07675,0.37996,0.07675,0.00034,LCI,"6 19LZ27,06_ZAG30",6,30,0.201994947
Zmor2duzy,Area,0.38903,0.09757,0.38896,0.09744,0.00073,LCI,"6 19LZ27,06_ZAG30",6,30,0.25080328
Zample2maly,Area,0.72732,0.1675,0.7251,0.16546,0.00047,MCARI,"6 19LZ27,06_ZAG30",6,30,0.230297531
Zample2duzy,Area,0.65034,0.23172,0.64778,0.22989,0.00088,MCARI,"6 19LZ27,06_ZAG30",6,30,0.356305932
Zample3maly,Area,0.78121,0.17687,0.77157,0.17034,0.00047,MCARI,"6 19LZ27,06_ZAG30",6,30,0.226405192
Zample3duzy,Area,0.68558,0.24398,0.67498,0.23762,0.00087,MCARI,"6 19LZ27,06_ZAG30",6,30,0.355873859
