Name,Type,Mean index value,Index value SD,Mean index value (visible),Index value (visible) SD,Area [ha],index_name,source_folder,measurement,altitude_m,CV
Zample3duzy,Area,0.56475,0.11823,0.55722,0.11804,0.00053,OSAVI,"2 05LBZ26,05_L50",2,50,0.20934927
Zample4maly,Area,0.6099,0.06121,0.60283,0.05958,0.00039,OSAVI,"2 05LBZ26,05_L50",2,50,0.100360715
Zample4duzy,Area,0.576,0.10747,0.56689,0.1072,0.00057,OSAVI,"2 05LBZ26,05_L50",2,50,0.186579861
Zample5maly,Area,0.61561,0.05961,0.60399,0.05678,0.00038,OSAVI,"2 05LBZ26,05_L50",2,50,0.096830786
Zample5duzy,Area,0.57322,0.11276,0.55425,0.11136,0.00072,OSAVI,"2 05LBZ26,05_L50",2,50,0.196713304
Zprze2maly,Area,0.55817,0.0597,0.55817,0.0597,0.00024,OSAVI,"2 05LBZ26,05_L50",2,50,0.106956662
Zprze2duzy,Area,0.54194,0.08385,0.54189,0.08382,0.00039,OSAVI,"2 05LBZ26,05_L50",2,50,0.154721925
Zprze3maly,Area,0.55571,0.06548,0.55571,0.06548,0.00031,OSAVI,"2 05LBZ26,05_L50",2,50,0.117831243
Zprze3duzy,Area,0.54182,0.09405,0.54155,0.09395,0.00049,OSAVI,"2 05LBZ26,05_L50",2,50,0.173581632
Zprze4maly,Area,0.55974,0.07072,0.55972,0.07071,0.00031,OSAVI,"2 05LBZ26,05_L50",2,50,0.126344374
Zprze4duzy,Area,0.54189,0.108,0.54041,0.10762,0.0005,OSAVI,"2 05LBZ26,05_L50",2,50,0.199302441
Zprze5maly,Area,0.58014,0.06148,0.57898,0.06087,0.00037,OSAVI,"2 05LBZ26,05_L50",2,50,0.10597442
Zprze5duzy,Area,0.553,0.104,0.54965,0.10323,0.00062,OSAVI,"2 05LBZ26,05_L50",2,50,0.188065099
Zcarron3maly,Area,0.59395,0.06037,0.59281,0.05996,0.0004,OSAVI,"2 05LBZ26,05_L50",2,50,0.101641552
Zcarron3duzy,Area,0.5693,0.09228,0.56812,0.09206,0.00062,OSAVI,"2 05LBZ26,05_L50",2,50,0.162093799
Zcarron4maly,Area,0.61538,0.06117,0.6088,0.05966,0.00037,OSAVI,"2 05LBZ26,05_L50",2,50,0.099401996
Zcarron4duzy,Area,0.56879,0.10855,0.55962,0.10772,0.00072,OSAVI,"2 05LBZ26,05_L50",2,50,0.190843721
Zcarron5maly,Area,0.61348,0.05733,0.6088,0.05635,0.00042,OSAVI,"2 05LBZ26,05_L50",2,50,0.093450479
Zcarron5duzy,Area,0.58702,0.09717,0.57827,0.09695,0.00075,OSAVI,"2 05LBZ26,05_L50",2,50,0.165530987
Zcarron2maly,Area,0.55169,0.07748,0.55164,0.07746,0.00039,OSAVI,"2 05LBZ26,05_L50",2,50,0.14044119
Zcarron2duzy,Area,0.51896,0.10847,0.51892,0.10845,0.00063,OSAVI,"2 05LBZ26,05_L50",2,50,0.209014182
Zmor3maly,Area,0.60454,0.05119,0.60317,0.05061,0.00042,OSAVI,"2 05LBZ26,05_L50",2,50,0.084675952
Zmor3duzy,Area,0.56705,0.10558,0.56417,0.10531,0.00074,OSAVI,"2 05LBZ26,05_L50",2,50,0.186191694
Zmor4maly,Area,0.58548,0.06272,0.58358,0.06187,0.00044,OSAVI,"2 05LBZ26,05_L50",2,50,0.107125777
Zmor4duzy,Area,0.56542,0.08597,0.56293,0.08519,0.00069,OSAVI,"2 05LBZ26,05_L50",2,50,0.152046266
Zmor5maly,Area,0.5909,0.06689,0.58742,0.06575,0.00047,OSAVI,"2 05LBZ26,05_L50",2,50,0.113200203
Zmor5duzy,Area,0.57748,0.0877,0.57139,0.08645,0.00078,OSAVI,"2 05LBZ26,05_L50",2,50,0.151866731
Zmor2maly,Area,0.55923,0.07579,0.55858,0.07548,0.0005,OSAVI,"2 05LBZ26,05_L50",2,50,0.135525633
Zmor2duzy,Area,0.5303,0.09621,0.52935,0.09578,0.0007,OSAVI,"2 05LBZ26,05_L50",2,50,0.181425608
Zample2maly,Area,0.90295,0.02943,0.90596,0.02668,0.00031,SIPI2,"2 05LBZ26,05_L50",2,50,0.032593167
Zample2duzy,Area,0.90688,0.03214,0.90996,0.02947,0.0005,SIPI2,"2 05LBZ26,05_L50",2,50,0.035440191
Zample3maly,Area,0.90485,0.02844,0.90657,0.02682,0.00029,SIPI2,"2 05LBZ26,05_L50",2,50,0.031430624
Zample3duzy,Area,0.91173,0.03576,0.91399,0.03393,0.00053,SIPI2,"2 05LBZ26,05_L50",2,50,0.039222138
Zample4maly,Area,0.90684,0.02588,0.90788,0.02483,0.00039,SIPI2,"2 05LBZ26,05_L50",2,50,0.028538662
Zample4duzy,Area,0.91173,0.02966,0.91292,0.02848,0.00057,SIPI2,"2 05LBZ26,05_L50",2,50,0.032531561
Zample5maly,Area,0.90896,0.02625,0.91004,0.02511,0.00038,SIPI2,"2 05LBZ26,05_L50",2,50,0.028879159
Zample5duzy,Area,0.9157,0.03051,0.91678,0.02945,0.00072,SIPI2,"2 05LBZ26,05_L50",2,50,0.033318773
Zprze2maly,Area,0.91528,0.02912,0.91706,0.02715,0.00024,SIPI2,"2 05LBZ26,05_L50",2,50,0.031815401
Zprze2duzy,Area,0.91585,0.03155,0.91768,0.0297,0.00039,SIPI2,"2 05LBZ26,05_L50",2,50,0.034448873
Zprze3maly,Area,0.92036,0.02885,0.92129,0.02778,0.00031,SIPI2,"2 05LBZ26,05_L50",2,50,0.03134643
Zprze3duzy,Area,0.91953,0.02896,0.92054,0.02781,0.00049,SIPI2,"2 05LBZ26,05_L50",2,50,0.03149435
Zprze4maly,Area,0.92084,0.02891,0.92198,0.02736,0.00031,SIPI2,"2 05LBZ26,05_L50",2,50,0.031395248
Zprze4duzy,Area,0.92224,0.02973,0.92331,0.02825,0.0005,SIPI2,"2 05LBZ26,05_L50",2,50,0.032236728
Zprze5maly,Area,0.92267,0.02729,0.92359,0.02604,0.00037,SIPI2,"2 05LBZ26,05_L50",2,50,0.029577205
Zprze5duzy,Area,0.92394,0.02703,0.9248,0.02582,0.00062,SIPI2,"2 05LBZ26,05_L50",2,50,0.029255146
Zcarron3maly,Area,0.90849,0.02525,0.90955,0.02401,0.0004,SIPI2,"2 05LBZ26,05_L50",2,50,0.027793371
Zcarron3duzy,Area,0.91187,0.02799,0.9129,0.02692,0.00062,SIPI2,"2 05LBZ26,05_L50",2,50,0.030695165
Zcarron4maly,Area,0.90855,0.0229,0.90924,0.0218,0.00037,SIPI2,"2 05LBZ26,05_L50",2,50,0.025204997
Zcarron4duzy,Area,0.91313,0.02631,0.91387,0.02544,0.00072,SIPI2,"2 05LBZ26,05_L50",2,50,0.028812984
Zcarron5maly,Area,0.90687,0.0243,0.90765,0.02345,0.00042,SIPI2,"2 05LBZ26,05_L50",2,50,0.026795461
Zcarron5duzy,Area,0.90789,0.02579,0.90901,0.02459,0.00075,SIPI2,"2 05LBZ26,05_L50",2,50,0.028406525
Zcarron2maly,Area,0.89472,0.03052,0.90025,0.02653,0.00039,SIPI2,"2 05LBZ26,05_L50",2,50,0.03411123
Zcarron2duzy,Area,0.8991,0.03461,0.90501,0.03062,0.00063,SIPI2,"2 05LBZ26,05_L50",2,50,0.03849405
Zmor3maly,Area,0.91791,0.02345,0.91854,0.02232,0.00042,SIPI2,"2 05LBZ26,05_L50",2,50,0.025547167
Zmor3duzy,Area,0.92105,0.02617,0.92164,0.0253,0.00074,SIPI2,"2 05LBZ26,05_L50",2,50,0.028413224
Zmor4maly,Area,0.91774,0.02617,0.91882,0.0247,0.00044,SIPI2,"2 05LBZ26,05_L50",2,50,0.028515702
Zmor4duzy,Area,0.91963,0.02661,0.92056,0.02538,0.00069,SIPI2,"2 05LBZ26,05_L50",2,50,0.02893555
Zmor5maly,Area,0.9142,0.02783,0.91554,0.02622,0.00047,SIPI2,"2 05LBZ26,05_L50",2,50,0.030441916
Zmor5duzy,Area,0.91488,0.02646,0.91597,0.02506,0.00078,SIPI2,"2 05LBZ26,05_L50",2,50,0.028921826
Zmor2maly,Area,0.90291,0.03214,0.90744,0.02783,0.0005,SIPI2,"2 05LBZ26,05_L50",2,50,0.035596017
Zmor2duzy,Area,0.90731,0.03746,0.91244,0.03276,0.0007,SIPI2,"2 05LBZ26,05_L50",2,50,0.041286881
Zample2maly,Area,0.76694,0.05654,0.76547,0.05571,0.00031,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.073721543
Zample2duzy,Area,0.73981,0.075,0.73855,0.07435,0.00072,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.101377381
Zample3maly,Area,0.7785,0.05067,0.77553,0.04893,0.00032,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.065086705
Zample3duzy,Area,0.75628,0.06202,0.75428,0.06083,0.00071,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.082006664
Zample4maly,Area,0.78494,0.04845,0.78134,0.04622,0.00039,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.061724463
Zample4duzy,Area,0.77469,0.04898,0.7722,0.0472,0.0007,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.06322529
Zample5maly,Area,0.79254,0.0406,0.78791,0.03717,0.0005,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.051227698
Zample5duzy,Area,0.77417,0.05256,0.77047,0.05017,0.0009,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.067892065
Zprze2maly,Area,0.78292,0.03705,0.78185,0.03618,0.00024,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.047322843
Zprze2duzy,Area,0.76636,0.05191,0.76553,0.05139,0.00047,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.06773579
Zprze3maly,Area,0.78581,0.048,0.78344,0.0468,0.00028,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.061083468
Zprze3duzy,Area,0.77558,0.05104,0.7739,0.0501,0.00052,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.065808814
Zprze4maly,Area,0.79546,0.03866,0.79215,0.03645,0.00031,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.04860081
Zprze4duzy,Area,0.77735,0.05582,0.77444,0.05443,0.00053,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.071808066
Zprze5maly,Area,0.79904,0.04389,0.7938,0.04119,0.00035,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.054928414
Zprze5duzy,Area,0.78927,0.0483,0.78496,0.04599,0.00061,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.061195789
Zcarron3maly,Area,0.77765,0.04652,0.77605,0.04547,0.00049,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.059821256
Zcarron3duzy,Area,0.76351,0.05131,0.76228,0.05042,0.00084,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.067202787
Zcarron4maly,Area,0.78161,0.04408,0.77981,0.0429,0.00048,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.056396413
Zcarron4duzy,Area,0.76162,0.05511,0.76029,0.05426,0.00091,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.072358919
Zcarron5maly,Area,0.78203,0.04376,0.77978,0.04218,0.00055,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.055956933
Zcarron5duzy,Area,0.77177,0.04669,0.7698,0.0452,0.00093,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.060497298
Zcarron2maly,Area,0.75912,0.05284,0.75845,0.05235,0.00039,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.069606913
Zcarron2duzy,Area,0.73782,0.06483,0.73729,0.06446,0.00072,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.087866959
Zmor3maly,Area,0.79995,0.04577,0.79489,0.0436,0.00042,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.057216076
Zmor3duzy,Area,0.79347,0.04966,0.78893,0.04773,0.00074,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.062585857
Zmor4maly,Area,0.79618,0.04569,0.79169,0.04354,0.00043,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.057386521
Zmor4duzy,Area,0.78708,0.05099,0.78333,0.04922,0.00068,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.064783758
Zmor5maly,Area,0.79722,0.04324,0.79243,0.0406,0.00043,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.054238479
Zmor5duzy,Area,0.79541,0.04244,0.79143,0.04014,0.00075,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.053356131
Zmor2maly,Area,0.77099,0.05719,0.76941,0.05642,0.00045,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.074177356
Zmor2duzy,Area,0.76182,0.06229,0.76056,0.06167,0.0007,GNDVI,"3 09LZ06,04_ZAG30",3,30,0.081764721
Zample2maly,Area,0.40614,0.04859,0.40612,0.04855,0.00031,LCI,"3 09LZ06,04_ZAG30",3,30,0.119638548
Zample2duzy,Area,0.38976,0.05472,0.38975,0.0547,0.00072,LCI,"3 09LZ06,04_ZAG30",3,30,0.140394089
Zample3maly,Area,0.4171,0.05051,0.41707,0.05046,0.00032,LCI,"3 09LZ06,04_ZAG30",3,30,0.121098058
Zample3duzy,Area,0.40353,0.05489,0.4035,0.05484,0.00071,LCI,"3 09LZ06,04_ZAG30",3,30,0.136024583
Zample4maly,Area,0.42683,0.04935,0.42675,0.04916,0.00039,LCI,"3 09LZ06,04_ZAG30",3,30,0.115619802
Zample4duzy,Area,0.41822,0.0505,0.41817,0.05039,0.0007,LCI,"3 09LZ06,04_ZAG30",3,30,0.120749845
Zample5maly,Area,0.43926,0.05354,0.4383,0.05224,0.0005,LCI,"3 09LZ06,04_ZAG30",3,30,0.12188681
Zample5duzy,Area,0.43005,0.05339,0.42947,0.05255,0.0009,LCI,"3 09LZ06,04_ZAG30",3,30,0.124148355
Zprze2maly,Area,0.42338,0.04435,0.42338,0.04435,0.00024,LCI,"3 09LZ06,04_ZAG30",3,30,0.104752232
Zprze2duzy,Area,0.41504,0.04618,0.41504,0.04618,0.00047,LCI,"3 09LZ06,04_ZAG30",3,30,0.111266384
Zprze3maly,Area,0.43788,0.04451,0.43788,0.04451,0.00028,LCI,"3 09LZ06,04_ZAG30",3,30,0.101648854
Zprze3duzy,Area,0.43243,0.0469,0.43242,0.04689,0.00052,LCI,"3 09LZ06,04_ZAG30",3,30,0.10845686
Zprze4maly,Area,0.45173,0.04769,0.45142,0.04728,0.00031,LCI,"3 09LZ06,04_ZAG30",3,30,0.105571912
Zprze4duzy,Area,0.44409,0.04848,0.44388,0.0482,0.00053,LCI,"3 09LZ06,04_ZAG30",3,30,0.109167061
Zprze5maly,Area,0.46149,0.04855,0.46054,0.04737,0.00035,LCI,"3 09LZ06,04_ZAG30",3,30,0.105202713
Zprze5duzy,Area,0.45348,0.04897,0.45278,0.04806,0.00061,LCI,"3 09LZ06,04_ZAG30",3,30,0.107987122
Zcarron3maly,Area,0.40867,0.04689,0.40867,0.04689,0.00049,LCI,"3 09LZ06,04_ZAG30",3,30,0.114738053
Zcarron3duzy,Area,0.40134,0.04989,0.40133,0.04987,0.00084,LCI,"3 09LZ06,04_ZAG30",3,30,0.124308566
Zcarron4maly,Area,0.41723,0.04678,0.41721,0.04674,0.00048,LCI,"3 09LZ06,04_ZAG30",3,30,0.112120413
Zcarron4duzy,Area,0.40587,0.05002,0.40585,0.04998,0.00091,LCI,"3 09LZ06,04_ZAG30",3,30,0.123241432
Zcarron5maly,Area,0.42319,0.04718,0.42315,0.04713,0.00055,LCI,"3 09LZ06,04_ZAG30",3,30,0.111486566
Zcarron5duzy,Area,0.41639,0.05102,0.41636,0.05097,0.00093,LCI,"3 09LZ06,04_ZAG30",3,30,0.122529359
Zcarron2maly,Area,0.39444,0.04722,0.39443,0.0472,0.00039,LCI,"3 09LZ06,04_ZAG30",3,30,0.119714025
Zcarron2duzy,Area,0.38703,0.04986,0.38702,0.04985,0.00072,LCI,"3 09LZ06,04_ZAG30",3,30,0.128827223
Zmor3maly,Area,0.4696,0.04589,0.46852,0.04456,0.00042,LCI,"3 09LZ06,04_ZAG30",3,30,0.097721465
Zmor3duzy,Area,0.46626,0.04614,0.46538,0.04503,0.00074,LCI,"3 09LZ06,04_ZAG30",3,30,0.098957663
Zmor4maly,Area,0.47648,0.0465,0.47505,0.04485,0.00043,LCI,"3 09LZ06,04_ZAG30",3,30,0.097590665
Zmor4duzy,Area,0.47095,0.04738,0.4699,0.04614,0.00068,LCI,"3 09LZ06,04_ZAG30",3,30,0.10060516
Zmor5maly,Area,0.48038,0.04611,0.47845,0.04389,0.00043,LCI,"3 09LZ06,04_ZAG30",3,30,0.095986511
Zmor5duzy,Area,0.47823,0.04565,0.47669,0.04383,0.00075,LCI,"3 09LZ06,04_ZAG30",3,30,0.095456161
Zmor2maly,Area,0.44595,0.04585,0.44587,0.04574,0.00045,LCI,"3 09LZ06,04_ZAG30",3,30,0.102814217
Zmor2duzy,Area,0.4419,0.04713,0.44185,0.04705,0.0007,LCI,"3 09LZ06,04_ZAG30",3,30,0.106653089
Zample2maly,Area,0.95523,0.20214,0.94064,0.1953,0.00031,MCARI,"3 09LZ06,04_ZAG30",3,30,0.211613957
Zample2duzy,Area,0.84689,0.30213,0.8235,0.29355,0.00072,MCARI,"3 09LZ06,04_ZAG30",3,30,0.356752353
Zample3maly,Area,1.01938,0.18116,0.99447,0.17254,0.00032,MCARI,"3 09LZ06,04_ZAG30",3,30,0.177715867
Zample3duzy,Area,0.90835,0.28327,0.87929,0.27567,0.00071,MCARI,"3 09LZ06,04_ZAG30",3,30,0.311851159
Zample4maly,Area,1.05456,0.18158,1.00915,0.16484,0.00039,MCARI,"3 09LZ06,04_ZAG30",3,30,0.172185556
Zample4duzy,Area,0.99558,0.25083,0.93748,0.23666,0.0007,MCARI,"3 09LZ06,04_ZAG30",3,30,0.251943591
Zample5maly,Area,1.05059,0.17558,0.99536,0.14784,0.0005,MCARI,"3 09LZ06,04_ZAG30",3,30,0.167125139
Zample5duzy,Area,0.94113,0.30771,0.85865,0.28634,0.0009,MCARI,"3 09LZ06,04_ZAG30",3,30,0.326958019
Zprze2maly,Area,0.9093,0.13428,0.90905,0.13403,0.00024,MCARI,"3 09LZ06,04_ZAG30",3,30,0.147674035
Zprze2duzy,Area,0.84721,0.20752,0.84684,0.20728,0.00047,MCARI,"3 09LZ06,04_ZAG30",3,30,0.244945173
Zprze3maly,Area,0.9255,0.15587,0.92542,0.15581,0.00028,MCARI,"3 09LZ06,04_ZAG30",3,30,0.168417072
Zprze3duzy,Area,0.82865,0.23964,0.82834,0.23947,0.00052,MCARI,"3 09LZ06,04_ZAG30",3,30,0.289193266
Zprze4maly,Area,0.91616,0.16833,0.91594,0.16819,0.00031,MCARI,"3 09LZ06,04_ZAG30",3,30,0.183734282
Zprze4duzy,Area,0.8319,0.27236,0.83026,0.27166,0.00053,MCARI,"3 09LZ06,04_ZAG30",3,30,0.32739512
Zprze5maly,Area,0.9456,0.14472,0.94515,0.14438,0.00035,MCARI,"3 09LZ06,04_ZAG30",3,30,0.153045685
Zprze5duzy,Area,0.88971,0.24211,0.88344,0.23946,0.00061,MCARI,"3 09LZ06,04_ZAG30",3,30,0.272122377
Zcarron3maly,Area,0.98509,0.16048,0.9777,0.15652,0.00049,MCARI,"3 09LZ06,04_ZAG30",3,30,0.162908973
Zcarron3duzy,Area,0.90756,0.25174,0.89801,0.24869,0.00084,MCARI,"3 09LZ06,04_ZAG30",3,30,0.27738111
Zcarron4maly,Area,1.01466,0.17288,0.9913,0.1629,0.00048,MCARI,"3 09LZ06,04_ZAG30",3,30,0.170382197
Zcarron4duzy,Area,0.90878,0.28708,0.87845,0.2796,0.00091,MCARI,"3 09LZ06,04_ZAG30",3,30,0.315896036
Zcarron5maly,Area,1.07736,0.16479,1.04017,0.15545,0.00055,MCARI,"3 09LZ06,04_ZAG30",3,30,0.152957229
Zcarron5duzy,Area,0.99643,0.23287,0.95998,0.22509,0.00093,MCARI,"3 09LZ06,04_ZAG30",3,30,0.233704324
Zcarron2maly,Area,0.93832,0.18062,0.93549,0.17905,0.00039,MCARI,"3 09LZ06,04_ZAG30",3,30,0.192492966
Zcarron2duzy,Area,0.82614,0.28329,0.82218,0.28169,0.00072,MCARI,"3 09LZ06,04_ZAG30",3,30,0.342907982
Zmor3maly,Area,0.97986,0.14923,0.97847,0.14844,0.00042,MCARI,"3 09LZ06,04_ZAG30",3,30,0.152297267
Zmor3duzy,Area,0.90644,0.24116,0.90368,0.24025,0.00074,MCARI,"3 09LZ06,04_ZAG30",3,30,0.266051807
Zmor4maly,Area,0.90098,0.14909,0.90075,0.14889,0.00043,MCARI,"3 09LZ06,04_ZAG30",3,30,0.165475371
Zmor4duzy,Area,0.83237,0.2498,0.82985,0.24848,0.00068,MCARI,"3 09LZ06,04_ZAG30",3,30,0.300106924
Zmor5maly,Area,0.97872,0.1567,0.97026,0.15143,0.00043,MCARI,"3 09LZ06,04_ZAG30",3,30,0.160107079
Zmor5duzy,Area,0.93495,0.21043,0.92101,0.20388,0.00075,MCARI,"3 09LZ06,04_ZAG30",3,30,0.225070859
Zmor2maly,Area,0.89356,0.19943,0.88799,0.19581,0.00045,MCARI,"3 09LZ06,04_ZAG30",3,30,0.223185908
Zmor2duzy,Area,0.81704,0.25104,0.81225,0.24818,0.0007,MCARI,"3 09LZ06,04_ZAG30",3,30,0.307255459
Zample2maly,Area,0.79075,0.13485,0.78528,0.13522,0.00031,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.170534303
Zample2duzy,Area,0.70274,0.21926,0.69521,0.21938,0.00072,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.312007286
Zample3maly,Area,0.82702,0.10652,0.81875,0.10783,0.00032,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.128799787
Zample3duzy,Area,0.74757,0.19047,0.73949,0.19139,0.00071,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.254785505
Zample4maly,Area,0.84271,0.10145,0.82538,0.10479,0.00039,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.120385423
Zample4duzy,Area,0.80318,0.14912,0.78486,0.15272,0.0007,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.185661994
Zample5maly,Area,0.85183,0.07872,0.83842,0.07991,0.0005,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.092412805
Zample5duzy,Area,0.77346,0.19584,0.75079,0.20157,0.0009,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.253199907
Zprze2maly,Area,0.77276,0.08939,0.77272,0.08937,0.00024,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.115676277
Zprze2duzy,Area,0.72252,0.15145,0.72244,0.15143,0.00047,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.209613575
Zprze3maly,Area,0.77907,0.11092,0.77876,0.11086,0.00028,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.142374883
Zprze3duzy,Area,0.71905,0.1755,0.71868,0.17547,0.00052,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.244072039
Zprze4maly,Area,0.78512,0.10962,0.78367,0.1094,0.00031,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.139621969
Zprze4duzy,Area,0.71532,0.19849,0.71322,0.1985,0.00053,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.277484203
Zprze5maly,Area,0.79973,0.09388,0.79815,0.09357,0.00035,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.117389619
Zprze5duzy,Area,0.75559,0.16409,0.75264,0.16419,0.00061,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.217168041
Zcarron3maly,Area,0.81071,0.09602,0.80886,0.09592,0.00049,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.118439393
Zcarron3duzy,Area,0.75484,0.16745,0.75284,0.16757,0.00084,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.221835091
Zcarron4maly,Area,0.82319,0.09737,0.81638,0.09748,0.00048,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.11828375
Zcarron4duzy,Area,0.74891,0.18975,0.74036,0.19069,0.00091,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.253368228
Zcarron5maly,Area,0.84597,0.09108,0.83345,0.0935,0.00055,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.107663392
Zcarron5duzy,Area,0.80322,0.13768,0.79146,0.13955,0.00093,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.171410074
Zcarron2maly,Area,0.77836,0.12074,0.77715,0.12062,0.00039,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.155121024
Zcarron2duzy,Area,0.69345,0.20516,0.6921,0.20507,0.00072,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.295854063
Zmor3maly,Area,0.81924,0.10074,0.81432,0.10097,0.00042,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.122967629
Zmor3duzy,Area,0.77387,0.1698,0.76812,0.17085,0.00074,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.219416698
Zmor4maly,Area,0.79208,0.10215,0.78901,0.10158,0.00043,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.128964246
Zmor4duzy,Area,0.73862,0.18342,0.73395,0.18358,0.00068,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.248327963
Zmor5maly,Area,0.8208,0.09941,0.81136,0.09937,0.00043,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.121113548
Zmor5duzy,Area,0.80043,0.13103,0.79034,0.13189,0.00075,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.163699512
Zmor2maly,Area,0.74983,0.14208,0.74607,0.14149,0.00045,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.189482949
Zmor2duzy,Area,0.70018,0.18681,0.69691,0.18634,0.0007,MCARI2,"3 09LZ06,04_ZAG30",3,30,0.266802822
Zample2maly,Area,0.28143,0.04374,0.28126,0.04343,0.00031,NDRE,"3 09LZ06,04_ZAG30",3,30,0.155420531
Zample2duzy,Area,0.27535,0.04419,0.27528,0.04403,0.00072,NDRE,"3 09LZ06,04_ZAG30",3,30,0.160486653
Zample3maly,Area,0.28817,0.04437,0.28812,0.04429,0.00032,NDRE,"3 09LZ06,04_ZAG30",3,30,0.153971614
Zample3duzy,Area,0.28246,0.04605,0.28237,0.04586,0.00071,NDRE,"3 09LZ06,04_ZAG30",3,30,0.163031934
Zample4maly,Area,0.2956,0.04337,0.29547,0.0431,0.00039,NDRE,"3 09LZ06,04_ZAG30",3,30,0.146718539
Zample4duzy,Area,0.29052,0.04423,0.2904,0.04401,0.0007,NDRE,"3 09LZ06,04_ZAG30",3,30,0.152244252
Zample5maly,Area,0.30487,0.04647,0.30423,0.04546,0.0005,NDRE,"3 09LZ06,04_ZAG30",3,30,0.152425624
Zample5duzy,Area,0.3024,0.0466,0.302,0.04595,0.0009,NDRE,"3 09LZ06,04_ZAG30",3,30,0.154100529
Zprze2maly,Area,0.29559,0.03649,0.29555,0.03642,0.00024,NDRE,"3 09LZ06,04_ZAG30",3,30,0.123448019
Zprze2duzy,Area,0.29338,0.0415,0.29321,0.04118,0.00047,NDRE,"3 09LZ06,04_ZAG30",3,30,0.141454769
Zprze3maly,Area,0.30914,0.03915,0.30901,0.03891,0.00028,NDRE,"3 09LZ06,04_ZAG30",3,30,0.126641651
Zprze3duzy,Area,0.30774,0.04324,0.30746,0.04278,0.00052,NDRE,"3 09LZ06,04_ZAG30",3,30,0.140508221
Zprze4maly,Area,0.3194,0.04111,0.31912,0.04062,0.00031,NDRE,"3 09LZ06,04_ZAG30",3,30,0.128710081
Zprze4duzy,Area,0.31886,0.04379,0.31838,0.04305,0.00053,NDRE,"3 09LZ06,04_ZAG30",3,30,0.137332999
Zprze5maly,Area,0.32831,0.04265,0.32761,0.04167,0.00035,NDRE,"3 09LZ06,04_ZAG30",3,30,0.129907709
